Amplitude,Energy,Rise_time,Count,Max_freq,Variance
0.0001918053157777,49.69981517746104,1.17e-05,4,0.029018182,9.17
0.000138526061395,42.649789080903865,7.2000000000000005e-06,1,0.02399057,7.91
0.000161360027559,37.39501279617855,4.0000000000000003e-07,0,0.027278315,10.21
0.0001978943734215,70.44872446746258,3.3600000000000004e-05,6,0.028236171,13.5
0.0004034000688976,425.6193603610552,4.9300000000000006e-05,20,0.068981946,45.21
0.0001461373834497,40.595188330745614,4.0000000000000003e-07,1,0.03328445,15.93
0.000278574387201,137.43421480029724,6.9e-06,6,0.031447846,17.51
0.0001324370037513,21.4308409745145,2.0000000000000002e-07,0,0.020295354,7.04
0.0001826717293121,55.122455847214624,1.1100000000000002e-05,3,0.034705132,12.19
0.0002009389022433,71.1868272272528,1.05e-05,4,0.030173084,11.61
0.0001659268207918,70.52714151314669,5.2400000000000007e-05,3,0.022459313,12.32
0.0002831411804338,166.50506354486694,3.71e-05,9,0.046699673,22.5
0.0001796272004902,43.09007391187254,6.5e-06,1,0.026008394,9.8
0.0001507041766825,40.39534536325751,1.04e-05,1,0.02604783,13.1
0.0002070279598871,198.3405302617465,2.76e-05,12,0.051988896,24.82
0.0001674490852028,60.24968856827407,0.0001364,1,0.03835378,12.62
0.0001704936140246,86.5329318377802,7.100000000000001e-06,6,0.033533655,15.44
0.0002877079736666,146.47312334276913,3.34e-05,9,0.03988549,18.06
0.0001339592681622,19.977715649231143,1.0000000000000001e-07,1,0.023407748,4.96
0.0001324370037513,16.868285135615306,2.0000000000000002e-07,0,0.015704568,4.27
0.0002359509836948,159.210702540008,3.97e-05,9,0.046522673,19.89
0.0001674490852028,56.67318536765799,4e-06,4,0.031072568,7.61
0.0001461373834497,22.495217966938355,4.0000000000000003e-07,1,0.017065901,4.24
0.000184193993723,87.79650295688862,2.92e-05,6,0.056576937,23.6
0.0001781049360793,52.75928494920485,7.3e-06,2,0.034174725,10.65
0.0007078529510846,1394.3614821551728,2.8200000000000004e-05,46,0.09733081,138.68
0.0001354815325731,44.99803664043238,1.94e-05,1,0.042243917,21.41
0.0001446151190387,26.41940714670465,4.0000000000000003e-07,1,0.054055844,30.88
0.0002861857092557,217.369455273126,4.42e-05,13,0.04193864,27.26
0.0001750604072574,45.08887435292697,4.2e-06,2,0.04806851,25.96
0.0001293924749294,51.34008472879192,1.0000000000000001e-07,1,0.040851686,10.08
0.0001339592681622,27.998222204786643,1.0000000000000001e-07,1,0.02334036,6.4
0.0001872385225449,48.89821871046796,4.9e-05,1,0.026407462,7.95
0.0001796272004902,77.77904979114592,3.05e-05,6,0.030165307,19.16
0.0001674490852028,54.2221428865412,5e-07,4,0.020624887,7.54
0.0001354815325731,35.52848318750144,7.100000000000001e-06,1,0.025138477,6.25
0.0001826717293121,72.42036628631199,5e-07,5,0.037766654,15.99
0.0001750604072574,36.34713489847309,7.5e-06,2,0.01794338,6.31
0.000184193993723,71.04667761368972,7.100000000000001e-06,5,0.017596003,8.8
0.0001309147393403,20.86041721666582,1.0000000000000001e-07,0,0.017056033,4.71
0.0002816189160229,143.46685851691498,6.78e-05,10,0.030875698,16.98
0.0001918053157777,80.2308338046096,0.0001035,4,0.03763815,22.09
0.000254218156626,132.817341716988,6.800000000000001e-06,9,0.03485134,16.5
0.0001659268207918,62.81298050840202,3.66e-05,3,0.041048754,11.86
0.0002679185363245,300.40680362764493,4.35e-05,20,0.06423349,36.4
0.0001324370037513,41.3596154888506,1.0000000000000001e-07,1,0.040657777,12.84
0.0001948498445996,87.1192985410871,4.46e-05,8,0.052183766,29.27
0.0001491819122715,40.51918126518891,3.47e-05,0,0.024682807,10.46
0.0002572626854479,131.69920362941428,3.95e-05,10,0.03565362,15.66
0.0001446151190387,23.436037132060896,4e-06,1,0.019348077,5.46
0.0001324370037513,29.884865878373265,6.5e-06,3,0.020242108,4.84
0.0001491819122715,29.5841745117075,3.0000000000000004e-07,1,0.028270174,9.95
0.0001476596478606,21.455496925048745,5e-07,1,0.03071402,10.23
0.0001918053157777,93.59139286478327,2.9100000000000003e-05,5,0.050035138,30.24
0.0002359509836948,87.83923375837841,1.42e-05,4,0.026848726,13.37
0.000744387296947,1597.770107933314,0.000199,45,0.106493555,158.92
0.0001354815325731,32.55493847645404,3.0000000000000004e-07,1,0.045734636,22.47
0.0001370037969841,47.21132531282608,2.9400000000000003e-05,2,0.06620927,39.71
0.0004064445977195,405.7110706778021,3.82e-05,22,0.062028963,46.25
0.0003577321365696,364.7490092184304,4.4800000000000005e-05,22,0.050442245,41.0
0.0001704936140246,71.07911965386636,6.97e-05,5,0.0362275,15.88
0.0001293924749294,24.76718038628009,1.0000000000000001e-07,1,0.019271683,6.45
0.0002115947531199,67.24771470900525,6.15e-05,4,0.025568621,8.67
0.0001978943734215,90.5340549985368,1.05e-05,5,0.032814056,12.53
0.0001583154987372,69.08791991936761,3.5e-06,3,0.022813423,9.7
0.00016288229197,59.10012804750069,4.02e-05,4,0.021591341,8.25
0.000138526061395,26.54546764567673,3.0000000000000004e-07,0,0.018215025,4.89
0.0001354815325731,43.81288256700807,4.3e-05,0,0.021789953,7.37
0.0001644045563809,28.857380120207416,4.1000000000000006e-06,2,0.018943492,5.13
0.0003896996891992,458.4214144921119,4.630000000000001e-05,17,0.06914199,48.89
0.0001278702105185,9.242088405521017,1.0000000000000001e-07,1,0.050873846,24.22
0.0002466068345714,144.2897740388813,5.23e-05,11,0.04538922,20.01
0.0001948498445996,66.7510734196726,2.2e-05,4,0.032805983,15.11
0.0002846634448447,306.03401453359805,0.0001556,21,0.060778286,35.78
0.0001278702105185,18.45701818883701,1.0000000000000001e-07,0,0.03529636,11.57
0.0001826717293121,92.18776482365516,1.8100000000000003e-05,4,0.028024223,21.49
0.000138526061395,90.77755568294832,0.0001206,1,0.030454539,12.65
0.0001826717293121,97.8350897945178,4.89e-05,8,0.022399975,11.79
0.0001689713496137,54.54378254200674,4.17e-05,2,0.037930667,8.7
0.0001507041766825,37.2841537103178,3.800000000000001e-06,1,0.023754084,5.96
0.0001278702105185,36.71067113153818,1.0000000000000001e-07,0,0.047865886,12.84
0.0001400483258059,48.22184851855671,3.0000000000000004e-07,1,0.0328548,11.33
0.0001948498445996,92.03018919994004,1.1e-05,4,0.034897678,11.91
0.0003531653433368,257.43361375195167,2.6900000000000003e-05,13,0.061247222,29.52
0.0001598377631481,44.90914545034839,1.18e-05,2,0.04558822,17.97
0.0007078529510846,1300.2495335828696,2.81e-05,42,0.10844368,144.53
0.000138526061395,32.07970893363796,1.18e-05,1,0.030295687,14.04
0.0001278702105185,19.49497809140275,1.0000000000000001e-07,1,0.05334958,25.24
0.0003790438383227,393.70974040948624,0.0003057,17,0.0674208,41.0
0.0003759993095008,457.6031335473137,0.0002413,26,0.060733147,47.87
0.0001704936140246,79.77145451570838,0.0001258,4,0.033941884,14.03
0.0001552709699153,28.584310833463476,5e-07,1,0.022032851,5.78
0.0002100724887089,96.29817131403536,9.08e-05,7,0.028937398,13.21
0.0001507041766825,36.60620776216941,4.0000000000000003e-07,1,0.047731712,16.21
0.0001978943734215,68.41572084690763,3.2000000000000003e-06,4,0.02468189,9.66
0.0001826717293121,72.32229863343518,9.9e-06,5,0.020888083,9.0
0.0001720158784356,76.9124765522562,1.4700000000000002e-05,6,0.031667974,10.14
0.0001689713496137,26.430344748821344,4.3e-06,3,0.015206286,4.44
0.0004505902656366,490.9592977245874,4.07e-05,19,0.07526683,50.04
0.0003364204348165,277.7667087784321,0.0002092,16,0.055483624,29.9
0.0001370037969841,27.898949561846127,2.0000000000000002e-07,0,0.017123483,5.23
0.0002359509836948,135.53830197237443,5.14e-05,9,0.04627797,22.59
0.0001674490852028,44.50408340585721,5e-07,1,0.03120355,12.37
0.0003196755262962,386.6293114867064,1.62e-05,23,0.08821904,41.82
0.0001765826716684,83.59266339079969,4.4800000000000005e-05,6,0.05347499,25.25
0.0002374732481058,127.32203087723876,2.77e-05,10,0.04253668,15.1
0.0001598377631481,39.349043221789216,6.100000000000001e-06,1,0.01618769,5.82
0.0001461373834497,38.23943275620479,4.3e-06,1,0.027021317,7.86
0.0001415705902169,20.622478024856008,2.0000000000000002e-07,0,0.017237,5.42
0.0001446151190387,32.28427916983751,6.6e-06,2,0.018215654,5.1
0.0001278702105185,37.51254567316134,1.0000000000000001e-07,0,0.052691188,14.67
0.0002359509836948,115.48541348147684,2.9100000000000003e-05,8,0.035194155,13.87
0.0003546876077477,280.158614054884,2.68e-05,15,0.055930104,30.59
0.0002466068345714,84.55804581491311,1.14e-05,4,0.028506031,11.29
0.0001339592681622,30.263418141462964,2.0000000000000002e-07,0,0.023838734,8.0
0.0006606627543456,1303.5882829747625,3.940000000000001e-05,37,0.103394836,149.07
0.0001370037969841,24.480114676488512,3.0000000000000004e-07,0,0.039213624,20.67
0.0002907525024885,340.4893150320563,2.57e-05,24,0.08412423,36.14
0.0003973110112539,396.26821238935935,0.0002968,26,0.07262814,45.33
0.0002831411804338,151.89974974888727,2.6900000000000003e-05,12,0.07150368,54.07
0.0001872385225449,42.19096594126282,8.000000000000001e-07,1,0.02489064,8.79
0.0001994166378324,57.67610786683295,4.56e-05,3,0.031115834,11.47
0.0001370037969841,27.894222293134675,2.0000000000000002e-07,1,0.023221401,5.82
0.000232906454873,93.41379586770204,3.7e-05,6,0.033007324,11.7
0.0001491819122715,60.09415215851292,6.100000000000001e-06,2,0.024817104,9.0
0.0001887607869558,60.84754902295785,3.4e-05,4,0.021227395,8.64
0.0002359509836948,156.44098653281324,1.46e-05,9,0.056958277,18.66
0.0001522264410934,30.268608867891228,4.2e-06,2,0.015296371,4.7
0.0004003555400758,476.898175979685,9.51e-05,24,0.074599124,48.9
0.0002953192957213,225.8111522017176,0.0001733,10,0.049396634,26.31
0.0001354815325731,24.56159054310356,2.0000000000000002e-07,0,0.021674877,5.93
0.0002100724887089,95.8753124932187,7.2000000000000005e-06,7,0.038512263,17.32
0.0001309147393403,43.96035481249673,1.0000000000000001e-07,0,0.04495267,12.72
0.0003501208145149,332.94635530790094,1.39e-05,20,0.06900878,37.66
0.0002024611666543,109.2868519022414,1.76e-05,7,0.03177825,16.84
0.0001324370037513,24.79878820256647,1.0000000000000001e-07,1,0.039307207,12.66
0.0002146392819417,107.96794393174598,3.96e-05,8,0.025768157,12.9
0.0001415705902169,28.13355185809491,3.1e-06,1,0.018866705,5.82
0.0001476596478606,30.905863228503783,4.0000000000000003e-07,2,0.02192724,5.82
0.0001324370037513,27.854086854859,2.0000000000000002e-07,1,0.039686017,13.32
0.0001324370037513,32.78536965325154,1.0000000000000001e-07,1,0.023296293,7.28
0.0002161615463527,111.17006598872364,2.53e-05,8,0.034587078,13.51
0.0003820883671446,289.9486021732168,4.32e-05,15,0.052717533,31.69
0.0002846634448447,97.32880858467551,1.08e-05,4,0.033407796,15.52
0.0006758853984549,1267.9265093479069,3.95e-05,42,0.08532294,129.49
0.0002192060751745,78.82618615650448,6.6e-06,3,0.030992392,12.36
0.0001324370037513,25.29700524813629,1.0000000000000001e-07,0,0.04476449,27.53
0.0003181532618853,251.484763190533,2.96e-05,15,0.051731437,27.37
0.0001430928546278,44.56433290904239,3.800000000000001e-06,2,0.05938452,38.27
0.000255740421037,136.1748148006401,1.35e-05,10,0.07394477,55.64
0.0001735381428465,51.568013233918656,2.26e-05,4,0.03469154,13.73
0.0002146392819417,48.809883669644144,2.96e-05,3,0.02210881,7.74
0.0002115947531199,63.77901177331898,4.92e-05,3,0.03282027,9.62
0.000208550224298,93.65822346754716,3.69e-05,6,0.031231951,10.7
0.0001552709699153,60.1386440993266,6e-06,2,0.021461163,9.57
0.0001948498445996,77.95423680809976,1e-05,5,0.022412825,9.26
0.0001461373834497,47.2600810646344,9.7e-06,1,0.022260956,7.75
0.0001796272004902,71.01497710585998,2.9e-06,3,0.03016012,13.13
0.00016288229197,69.6549140901119,1.85e-05,4,0.03110716,9.05
0.0001598377631481,28.153017082200893,1.04e-05,1,0.017098874,4.57
0.0001491819122715,43.35684017366788,4.0000000000000003e-07,2,0.0217762,8.25
0.0003440317568712,426.0396238186578,0.0001558,22,0.07886222,43.88
0.0003120642042416,267.0013275493028,5.15e-05,15,0.058229882,29.46
0.0001476596478606,38.104381177526605,1.16e-05,2,0.0230997,6.78
0.0002344287192839,165.28487206805184,7.100000000000001e-06,9,0.04178446,19.19
0.0001446151190387,48.5873312740324,3.0000000000000004e-07,1,0.02909972,10.89
0.0002618294786807,297.9724456243333,4.33e-05,21,0.07692773,35.66
0.0001811494649012,87.87890573893728,1.1e-05,6,0.036286306,25.57
0.0001278702105185,17.685083015719723,1.0000000000000001e-07,1,0.020101134,8.04
0.0002100724887089,114.21433434735611,3.96e-05,6,0.027860858,13.9
0.0001293924749294,22.376016642175045,1.0000000000000001e-07,0,0.017655695,6.09
0.0001324370037513,28.07561964349377,3.2000000000000003e-06,1,0.015409316,5.02
0.0001430928546278,41.62109833267431,3.0000000000000004e-07,0,0.03488194,17.49
0.0002466068345714,118.46424161049586,1.14e-05,8,0.040542915,14.82
0.0003653434586243,281.3290301729138,3.29e-05,13,0.06792967,29.93
0.0002603072142698,116.31880314784304,1.17e-05,5,0.032373663,15.1
0.0006834967205096,1403.0878348134288,4.86e-05,49,0.11115956,145.74
0.0002755298583791,236.22115405359764,5.71e-05,6,0.06452234,30.99
0.0003090196754197,296.84207225303584,3.1200000000000006e-05,18,0.053428844,30.73
0.0004277562994726,492.3965727959559,4.22e-05,31,0.071272045,52.89
0.0004399344147601,350.69354165767305,4.4800000000000005e-05,12,0.05381416,39.33
0.0001415705902169,33.24678815610672,1.15e-05,2,0.034245335,13.56
0.0001354815325731,41.432378350389634,2.25e-05,4,0.020300688,6.65
0.0002100724887089,65.34142042822593,4.97e-05,4,0.024680953,9.12
0.000208550224298,103.0051460086104,5.58e-05,8,0.027926277,12.77
0.0001704936140246,68.30031987542216,6.6e-06,3,0.021116199,9.84
0.000208550224298,56.21241570560635,3.430000000000001e-05,3,0.02143424,7.93
0.000138526061395,29.989421939285403,1.51e-05,2,0.034395646,8.96
0.000161360027559,27.30794828137112,7.100000000000001e-06,2,0.015061098,4.84
0.0001309147393403,42.99293317442935,1.0000000000000001e-07,0,0.032242578,8.63
0.0003790438383227,525.5883021753057,0.0002216,25,0.07422929,53.54
0.000254218156626,158.72221810649114,6.6e-06,10,0.038267728,20.85
0.0001476596478606,21.312473873641448,4.0000000000000003e-07,1,0.020656228,5.87
0.0002481290989823,155.8869691781396,5.98e-05,9,0.03464692,18.79
0.0001918053157777,66.85164374422017,1.09e-05,3,0.03833377,13.07
0.000301408353365,307.4143769973424,2.81e-05,18,0.0672312,36.39
0.0001278702105185,18.265795534881565,1.0000000000000001e-07,1,0.024021035,7.87
0.0001887607869558,100.95712635803083,2.89e-05,11,0.043906964,27.24
0.0001415705902169,20.799982330393902,3.0000000000000004e-07,0,0.028768543,7.75
0.0002283396616402,123.61232992881172,4.89e-05,8,0.031068102,13.99
0.0001476596478606,26.306972304606752,2.0000000000000002e-07,0,0.01604893,5.98
0.0001522264410934,34.91152827488512,6.9e-06,2,0.022993315,5.44
0.0001872385225449,60.82020501766611,3.34e-05,5,0.02419438,15.16
0.0002024611666543,92.31771836744844,2.93e-05,7,0.036255598,12.9
0.000395788746843,355.1592348337592,3.3e-05,19,0.061485026,37.35
0.0002633517430916,100.77786091316908,1.34e-05,4,0.038900044,14.73
0.0001278702105185,28.16098855493001,1.0000000000000001e-07,0,0.033198085,31.44
0.000254218156626,112.25733779235786,5.56e-05,7,0.034658752,15.86
0.0001339592681622,30.61379217537067,1.0000000000000001e-07,1,0.05271941,28.34
0.0001293924749294,26.824005733479023,1.0000000000000001e-07,0,0.02542223,7.32
0.000348598550104,457.8784274310983,0.0002019,23,0.092165865,46.8
0.0001309147393403,31.25373459074072,1.0000000000000001e-07,0,0.047123153,36.98
0.0004292785638835,349.2418993970835,4.47e-05,15,0.051274307,38.27
0.0001278702105185,42.02124772536732,1.0000000000000001e-07,0,0.034930132,13.88
0.0001491819122715,34.05765377743598,4.1000000000000006e-06,1,0.022565516,7.21
0.0001293924749294,23.09428341168584,1.0000000000000001e-07,0,0.02449241,6.15
0.0002207283395855,68.18241623226592,4.66e-05,3,0.028220734,9.67
0.0001354815325731,30.146719488370422,6.6e-06,2,0.022938838,6.39
0.0002039834310652,96.45222465910273,5.22e-05,7,0.03094422,11.63
0.0001476596478606,53.66534478556671,6.100000000000001e-06,2,0.020001145,8.51
0.0001522264410934,55.21218126118888,5e-07,3,0.032286346,8.4
0.0001826717293121,49.89261358765364,3.4e-05,5,0.025351925,7.83
0.0001704936140246,104.34008961610743,7.910000000000001e-05,6,0.04230952,13.09
0.0001704936140246,31.20748151060317,7.2000000000000005e-06,3,0.02013595,5.77
0.0004034000688976,469.21738393055057,0.0002552,22,0.059360866,47.96
0.0002374732481058,164.66940022012932,0.0001194,9,0.039089095,22.16
0.0001309147393403,19.11577698750952,1.0000000000000001e-07,0,0.021938877,5.0
0.000324242319529,223.82208437271612,5.260000000000001e-05,13,0.044135593,25.79
0.0001644045563809,62.54371157493591,6.7e-06,2,0.036705893,12.99
0.0002861857092557,286.0960635564692,8.2e-05,19,0.0734994,31.61
0.0001918053157777,111.33654000060147,6.840000000000001e-05,6,0.026930481,14.15
0.0002055056954761,136.97075708348808,7.8e-05,5,0.037943024,28.58
0.0001430928546278,32.656528407978605,3.0000000000000004e-07,2,0.023404153,9.46
0.000231384190462,114.59223776964228,4.78e-05,10,0.029808871,13.18
0.0001324370037513,28.20307051561628,2.0000000000000002e-07,0,0.02998066,6.83
0.0001507041766825,35.84483942499536,6.7e-06,3,0.01939687,5.95
0.0001491819122715,73.95246480653962,2.0000000000000002e-07,3,0.03224245,16.41
0.0001522264410934,61.052768099960936,6.92e-05,2,0.047488883,13.28
0.0001720158784356,63.6235680551012,3.1400000000000004e-05,3,0.034037054,9.3
0.0002055056954761,101.99100783268868,5.7e-05,8,0.03200455,13.01
0.0003638211942133,305.6707563751631,3.3e-05,17,0.060073778,32.89
0.0002146392819417,127.70929614540448,5.62e-05,5,0.050101794,16.94
0.0006317397305378,1416.1773638008124,2.8200000000000004e-05,47,0.10864785,140.55
0.000208550224298,80.10801750965517,6.63e-05,5,0.030401032,13.21
0.0001309147393403,9.61693300687624,1.0000000000000001e-07,1,0.061695427,33.38
0.0001522264410934,35.14520365570029,6.9e-06,2,0.020037943,7.94
0.0003425094924603,361.3998783736809,2.95e-05,17,0.07727783,39.45
0.0001537487055044,103.12499617417726,0.000151,1,0.078680344,39.7
0.0001339592681622,32.14144150151694,2.0000000000000002e-07,1,0.061827958,40.21
0.0001354815325731,31.082347927064703,2.0000000000000002e-07,1,0.027105063,7.62
0.00016288229197,37.46536567759017,3.5e-06,1,0.026841484,7.22
0.0002298619260511,68.74014124867402,4.92e-05,3,0.027535517,9.29
0.000232906454873,118.95291142709942,3.7e-05,7,0.034500785,14.41
0.0001476596478606,58.73631373980552,4.0000000000000003e-07,1,0.02181463,8.8
0.0001309147393403,22.959509907637745,1.0000000000000001e-07,0,0.022741886,5.92
0.0001674490852028,53.75877786127543,5e-07,6,0.020929432,7.44
0.000185716258134,64.57717865320767,1.16e-05,4,0.04351238,11.88
0.0001644045563809,27.076219422966552,4.4e-06,2,0.018225187,4.42
0.0002222506039964,76.28690132610723,3.77e-05,6,0.06414613,48.31
0.0001659268207918,47.95971683392947,4.2e-06,4,0.027508043,8.0
0.0001507041766825,20.4809380381425,4.0000000000000003e-07,1,0.02161925,6.65
0.0002466068345714,212.0662013112224,6.800000000000001e-06,16,0.04777821,26.09
0.0001278702105185,19.052375971850022,1.0000000000000001e-07,1,0.016097458,5.63
0.000278574387201,146.17892038413868,6.720000000000001e-05,10,0.03892242,19.97
0.0001963721090105,59.200605680504914,7.000000000000001e-07,2,0.047588427,13.52
0.0002968415601322,312.2536170931767,3.71e-05,20,0.06677168,36.4
0.0001491819122715,35.82212999687171,3.800000000000001e-06,1,0.02947243,8.06
0.0002192060751745,103.75214715656335,8.5e-05,3,0.04451868,27.54
0.0001309147393403,24.561497851560198,1.0000000000000001e-07,1,0.02539989,9.23
0.0002222506039964,102.25499334818316,5.97e-05,8,0.033583187,12.65
0.0001446151190387,21.550783831624702,3.0000000000000004e-07,0,0.020336023,5.43
0.0001720158784356,39.188686851773255,6.800000000000001e-06,2,0.023743687,6.5
0.0001507041766825,48.78874999775764,4.0000000000000003e-07,1,0.029113151,16.19
0.000208550224298,93.26845552771069,3.02e-05,2,0.035094216,12.13
0.0002283396616402,123.1532287145406,3.24e-05,8,0.03113926,14.78
0.0003592544009805,275.6612203709682,4.33e-05,17,0.051008817,29.92
0.0002359509836948,78.34854663356099,1.07e-05,4,0.026196443,11.65
0.000161360027559,41.14549802368478,7.4e-06,1,0.026325868,11.87
0.0006621850187565,1355.7884525344089,6.42e-05,49,0.090491615,134.51
0.0002618294786807,158.6086709658729,0.0001271,13,0.03541483,19.46
0.0001415705902169,30.93265108453535,2.0000000000000002e-07,1,0.05830349,32.54
0.0001339592681622,26.970643755077436,2.0000000000000002e-07,0,0.021677012,6.77
0.0003440317568712,363.9362897662338,0.0001935,23,0.059583493,40.2
0.0001811494649012,44.81200471290519,1.05e-05,2,0.07380259,57.01
0.0001324370037513,43.19064423642012,2.0000000000000002e-07,0,0.055881854,43.51
0.0001293924749294,29.57305152650408,1.0000000000000001e-07,1,0.032928724,13.96
0.0001430928546278,32.09963761546075,3.800000000000001e-06,2,0.027169138,7.32
0.0001963721090105,60.24561014036615,4.59e-05,1,0.036614954,9.24
0.0001994166378324,89.80067950745803,1.04e-05,6,0.03186604,11.25
0.000185716258134,65.41696403606582,9.9e-06,3,0.02334027,8.81
0.0001567932343262,65.0401729123,3.03e-05,4,0.029218165,9.89
0.0001720158784356,52.67743831641636,3.4000000000000005e-06,5,0.025436163,7.79
0.0001811494649012,57.23628649358108,1.15e-05,4,0.038686138,9.7
0.0001552709699153,27.22415512617203,4.3e-06,2,0.01697806,4.64
0.0002176838107636,93.00947535555774,3.02e-05,7,0.07324677,50.77
0.0001446151190387,33.223429887179535,2.26e-05,1,0.026864044,6.51
0.0002237728684073,153.65171260996914,5.46e-05,8,0.04955477,19.59
0.000138526061395,35.97757371508949,3.0000000000000004e-07,1,0.02396713,7.46
0.0001400483258059,40.23313516237432,8.410000000000001e-05,0,0.02060914,6.57
0.0002633517430916,158.5897618910271,0.0001067,9,0.052845836,19.99
0.0001507041766825,65.13277176411846,2.13e-05,3,0.047307286,17.13
0.0002861857092557,306.9188480065301,1.4e-05,19,0.07083742,38.71
0.0002374732481058,161.06054767087994,1.35e-05,10,0.051449843,33.17
0.0002450845701604,109.84596729179997,3.940000000000001e-05,10,0.022233665,13.51
0.0001278702105185,28.0303861703332,1.0000000000000001e-07,1,0.025160424,7.07
0.0001735381428465,58.06392928425883,3.800000000000001e-06,4,0.028336344,8.42
0.0001278702105185,42.86566768539356,1.0000000000000001e-07,1,0.05080743,21.06
0.0001933275801887,77.34414106969223,3.810000000000001e-05,5,0.048933275,21.93
0.0003577321365696,298.9640597552181,4e-05,15,0.06780216,31.88
0.0003105419398306,172.09306592797802,3.680000000000001e-05,8,0.042404618,20.14
0.0001446151190387,36.22876779760004,7.4e-06,1,0.039681688,11.67
0.0006317397305378,1255.4828550346683,4.8200000000000006e-05,42,0.108178,124.45
0.0002298619260511,134.72289446542044,7.23e-05,13,0.034153447,18.4
0.0001278702105185,25.221647023383124,1.0000000000000001e-07,0,0.070241824,34.74
0.0001339592681622,26.75189171274352,2.0000000000000002e-07,1,0.027294593,7.19
0.0003303313771728,399.06768238197327,0.0001419,21,0.07109803,42.1
0.0001354815325731,52.64851855488747,6.7e-06,2,0.0776935,47.39
0.0004094891265414,361.6098247193954,4.5e-05,14,0.062806025,39.76
0.0001324370037513,37.13223227074777,2.0000000000000002e-07,1,0.038360257,15.02
0.0001415705902169,36.77954094825602,4.56e-05,2,0.021865701,7.08
0.0001994166378324,52.42902498020666,5.27e-05,3,0.030757455,9.71
0.0001918053157777,123.24610564098914,0.0001477,6,0.04335623,14.03
0.0001476596478606,54.49613908871876,6.2e-06,4,0.023284847,8.15
0.0001659268207918,52.05853688138944,5e-07,4,0.018430524,7.69
0.0001583154987372,46.87198157257843,1.59e-05,2,0.04301111,11.12
0.0001750604072574,26.789802553978507,7e-06,1,0.018191889,4.79
0.0001354815325731,35.84196598715114,3.0000000000000004e-07,1,0.023704797,8.47
0.0002420400413386,78.71189748353935,3.96e-05,7,0.07054158,50.05
0.0002389955125167,175.4631450615273,1.0600000000000002e-05,14,0.047967438,23.81
0.0001339592681622,24.50263872152544,1.0000000000000001e-07,1,0.017806077,5.89
0.0003029306177759,141.3189173825914,5.2e-05,9,0.039929487,21.08
0.0001644045563809,65.84121323003289,4.880000000000001e-05,4,0.03919122,14.08
